geo_accession,split,species
GSM5460889,TRAIN,HUMAN
GSM5460898,TRAIN,HUMAN
GSM5461645,TRAIN,HUMAN
GSM5461765,TRAIN,HUMAN
GSM5462384,TRAIN,HUMAN
GSM5462689,TRAIN,HUMAN
GSM5462841,TRAIN,HUMAN
GSM5462846,TRAIN,HUMAN
GSM5463667,TRAIN,HUMAN
GSM5463684,TRAIN,HUMAN
GSM5463852,TRAIN,HUMAN
GSM5463858,TRAIN,HUMAN
GSM5463864,TRAIN,HUMAN
GSM5463889,TRAIN,HUMAN
GSM5464290,TRAIN,HUMAN
GSM5464863,TRAIN,HUMAN
GSM5466071,TRAIN,HUMAN
GSM5466383,TRAIN,HUMAN
GSM5468155,TRAIN,HUMAN
GSM5468228,TRAIN,HUMAN
GSM5468509,TRAIN,HUMAN
GSM5468592,TRAIN,HUMAN
GSM5468621,TRAIN,HUMAN
GSM5470686,TRAIN,HUMAN
GSM5470687,TRAIN,HUMAN
GSM5470726,TRAIN,HUMAN
GSM5471071,TRAIN,HUMAN
GSM5474283,TRAIN,HUMAN
GSM5474285,TRAIN,HUMAN
GSM5474390,TRAIN,HUMAN
GSM5474453,TRAIN,HUMAN
GSM5478450,TRAIN,HUMAN
GSM5478453,TRAIN,HUMAN
GSM5482304,TRAIN,HUMAN
GSM5482389,TRAIN,HUMAN
GSM5484664,TRAIN,HUMAN
GSM5491005,TRAIN,HUMAN
GSM5491020,TRAIN,HUMAN
GSM5491030,TRAIN,HUMAN
GSM5491115,TRAIN,HUMAN
GSM5491186,TRAIN,HUMAN
GSM5491193,TRAIN,HUMAN
GSM5491253,TRAIN,HUMAN
GSM5491322,TRAIN,HUMAN
GSM5491635,TRAIN,HUMAN
GSM5491799,TRAIN,HUMAN
GSM5492271,TRAIN,HUMAN
GSM5493065,TRAIN,HUMAN
GSM5493087,TRAIN,HUMAN
GSM5493183,TRAIN,HUMAN
GSM5494337,TRAIN,HUMAN
GSM5494605,TRAIN,HUMAN
GSM5494797,TRAIN,HUMAN
GSM5494841,TRAIN,HUMAN
GSM5501268,TRAIN,HUMAN
GSM5501796,TRAIN,HUMAN
GSM5502940,TRAIN,HUMAN
GSM5502960,TRAIN,HUMAN
GSM5503080,TRAIN,HUMAN
GSM5503514,TRAIN,HUMAN
GSM5504135,TRAIN,HUMAN
GSM5504199,TRAIN,HUMAN
GSM5505107,TRAIN,HUMAN
GSM5505981,TRAIN,HUMAN
GSM5507600,TRAIN,HUMAN
GSM5508095,TRAIN,HUMAN
GSM5509059,TRAIN,HUMAN
GSM5509080,TRAIN,HUMAN
GSM5509117,TRAIN,HUMAN
GSM5509642,TRAIN,HUMAN
GSM5509729,TRAIN,HUMAN
GSM5510081,TRAIN,HUMAN
GSM5510336,TRAIN,HUMAN
GSM5513028,TRAIN,HUMAN
GSM5513050,TRAIN,HUMAN
GSM5513052,TRAIN,HUMAN
GSM5513071,TRAIN,HUMAN
GSM5513096,TRAIN,HUMAN
GSM5513128,TRAIN,HUMAN
GSM5513165,TRAIN,HUMAN
GSM5513192,TRAIN,HUMAN
GSM5513583,TRAIN,HUMAN
GSM5514129,TRAIN,HUMAN
GSM5514131,TRAIN,HUMAN
GSM5514486,TRAIN,HUMAN
GSM5514880,TRAIN,HUMAN
GSM5515037,TRAIN,HUMAN
GSM5516388,TRAIN,HUMAN
GSM5516933,TRAIN,HUMAN
GSM5517376,TRAIN,HUMAN
GSM5518854,TRAIN,HUMAN
GSM5518874,TRAIN,HUMAN
GSM5518922,TRAIN,HUMAN
GSM5519002,TRAIN,HUMAN
GSM5519813,TRAIN,HUMAN
GSM5520132,TRAIN,HUMAN
GSM5520345,TRAIN,HUMAN
GSM5525369,TRAIN,HUMAN
GSM5526135,TRAIN,HUMAN
GSM5526421,TRAIN,HUMAN
GSM5526444,TRAIN,HUMAN
GSM5526849,TRAIN,HUMAN
GSM5527027,TRAIN,HUMAN
GSM5527073,TRAIN,HUMAN
GSM5527083,TRAIN,HUMAN
GSM5527109,TRAIN,HUMAN
GSM5527551,TRAIN,HUMAN
GSM5527763,TRAIN,HUMAN
GSM5527764,TRAIN,HUMAN
GSM5527808,TRAIN,HUMAN
GSM5527886,TRAIN,HUMAN
GSM5527892,TRAIN,HUMAN
GSM5528552,TRAIN,HUMAN
GSM5529127,TRAIN,HUMAN
GSM5529324,TRAIN,HUMAN
GSM5529337,TRAIN,HUMAN
GSM5529632,TRAIN,HUMAN
GSM5529804,TRAIN,HUMAN
GSM5529980,TRAIN,HUMAN
GSM5530014,TRAIN,HUMAN
GSM5530068,TRAIN,HUMAN
GSM5530808,TRAIN,HUMAN
GSM5531577,TRAIN,HUMAN
GSM5531611,TRAIN,HUMAN
GSM5533642,TRAIN,HUMAN
GSM5533696,TRAIN,HUMAN
GSM5533750,TRAIN,HUMAN
GSM5533751,TRAIN,HUMAN
GSM5533797,TRAIN,HUMAN
GSM5533826,TRAIN,HUMAN
GSM5535805,TRAIN,HUMAN
GSM5536983,TRAIN,HUMAN
GSM5537275,TRAIN,HUMAN
GSM5537288,TRAIN,HUMAN
GSM5537660,TRAIN,HUMAN
GSM5537702,TRAIN,HUMAN
GSM5537713,TRAIN,HUMAN
GSM5537734,TRAIN,HUMAN
GSM5537741,TRAIN,HUMAN
GSM5537830,TRAIN,HUMAN
GSM5537841,TRAIN,HUMAN
GSM5542363,TRAIN,HUMAN
GSM5543286,TRAIN,HUMAN
GSM5543667,TRAIN,HUMAN
GSM5547815,TRAIN,HUMAN
GSM5547864,TRAIN,HUMAN
GSM5547871,TRAIN,HUMAN
GSM5547875,TRAIN,HUMAN
GSM5551962,TRAIN,HUMAN
GSM5552195,TRAIN,HUMAN
GSM5553064,TRAIN,HUMAN
GSM5553168,TRAIN,HUMAN
GSM5553418,TRAIN,HUMAN
GSM5553583,TRAIN,HUMAN
GSM5553625,TRAIN,HUMAN
GSM5553996,TRAIN,HUMAN
GSM5554024,TRAIN,HUMAN
GSM5554212,TRAIN,HUMAN
GSM5554247,TRAIN,HUMAN
GSM5555650,TRAIN,HUMAN
GSM5555669,TRAIN,HUMAN
GSM5556064,TRAIN,HUMAN
GSM5556078,TRAIN,HUMAN
GSM5556801,TRAIN,HUMAN
GSM5556802,TRAIN,HUMAN
GSM5556803,TRAIN,HUMAN
GSM5556913,TRAIN,HUMAN
GSM5556924,TRAIN,HUMAN
GSM5557981,TRAIN,HUMAN
GSM5558194,TRAIN,HUMAN
GSM5558975,TRAIN,HUMAN
GSM5563808,TRAIN,HUMAN
GSM5563814,TRAIN,HUMAN
GSM5563965,TRAIN,HUMAN
GSM5563985,TRAIN,HUMAN
GSM5564054,TRAIN,HUMAN
GSM5564065,TRAIN,HUMAN
GSM5564082,TRAIN,HUMAN
GSM5564181,TRAIN,HUMAN
GSM5564196,TRAIN,HUMAN
GSM5564380,TRAIN,HUMAN
GSM5564539,TRAIN,HUMAN
GSM5564597,TRAIN,HUMAN
GSM5564604,TRAIN,HUMAN
GSM5564609,TRAIN,HUMAN
GSM5564622,TRAIN,HUMAN
GSM5564633,TRAIN,HUMAN
GSM5564651,TRAIN,HUMAN
GSM5564886,TRAIN,HUMAN
GSM5564918,TRAIN,HUMAN
GSM5564933,TRAIN,HUMAN
GSM5564944,TRAIN,HUMAN
GSM5564964,TRAIN,HUMAN
GSM5564996,TRAIN,HUMAN
GSM5565044,TRAIN,HUMAN
GSM5565050,TRAIN,HUMAN
GSM5565063,TRAIN,HUMAN
GSM5565159,TRAIN,HUMAN
GSM5565240,TRAIN,HUMAN
GSM5565355,TRAIN,HUMAN
GSM5565401,TRAIN,HUMAN
GSM5565409,TRAIN,HUMAN
GSM5565438,TRAIN,HUMAN
GSM5565494,TRAIN,HUMAN
GSM5565530,TRAIN,HUMAN
GSM5565542,TRAIN,HUMAN
GSM5565558,TRAIN,HUMAN
GSM5565770,TRAIN,HUMAN
GSM5565811,TRAIN,HUMAN
GSM5565820,TRAIN,HUMAN
GSM5565883,TRAIN,HUMAN
GSM5565958,TRAIN,HUMAN
GSM5566039,TRAIN,HUMAN
GSM5566080,TRAIN,HUMAN
GSM5566095,TRAIN,HUMAN
GSM5567025,TRAIN,HUMAN
GSM5567052,TRAIN,HUMAN
GSM5567193,TRAIN,HUMAN
GSM5567207,TRAIN,HUMAN
GSM5567379,TRAIN,HUMAN
GSM5570094,TRAIN,HUMAN
GSM5570261,TRAIN,HUMAN
GSM5572732,TRAIN,HUMAN
GSM5573313,TRAIN,HUMAN
GSM5573710,TRAIN,HUMAN
GSM5575333,TRAIN,HUMAN
GSM5575380,TRAIN,HUMAN
GSM5575403,TRAIN,HUMAN
GSM5575924,TRAIN,HUMAN
GSM5575953,TRAIN,HUMAN
GSM5576186,TRAIN,HUMAN
GSM5576459,TRAIN,HUMAN
GSM5576537,TRAIN,HUMAN
GSM5576541,TRAIN,HUMAN
GSM5576556,TRAIN,HUMAN
GSM5576807,TRAIN,HUMAN
GSM5576827,TRAIN,HUMAN
GSM5577387,TRAIN,HUMAN
GSM5577419,TRAIN,HUMAN
GSM5577430,TRAIN,HUMAN
GSM5577511,TRAIN,HUMAN
GSM5579305,TRAIN,HUMAN
GSM5579306,TRAIN,HUMAN
GSM5579328,TRAIN,HUMAN
GSM5579335,TRAIN,HUMAN
GSM5580062,TRAIN,HUMAN
GSM5581387,TRAIN,HUMAN
GSM5582764,TRAIN,HUMAN
GSM5582767,TRAIN,HUMAN
GSM5582777,TRAIN,HUMAN
GSM5582867,TRAIN,HUMAN
GSM5583468,TRAIN,HUMAN
GSM5583744,TRAIN,HUMAN
GSM5583756,TRAIN,HUMAN
GSM5584117,TRAIN,HUMAN
GSM5584196,TRAIN,HUMAN
GSM5584417,TRAIN,HUMAN
GSM5584447,TRAIN,HUMAN
GSM5584458,TRAIN,HUMAN
GSM5584459,TRAIN,HUMAN
GSM5584485,TRAIN,HUMAN
GSM5584489,TRAIN,HUMAN
GSM5584494,TRAIN,HUMAN
GSM5584537,TRAIN,HUMAN
GSM5585450,TRAIN,HUMAN
GSM5585517,TRAIN,HUMAN
GSM5585946,TRAIN,HUMAN
GSM5586046,TRAIN,HUMAN
GSM5586079,TRAIN,HUMAN
GSM5586159,TRAIN,HUMAN
GSM5586334,TRAIN,HUMAN
GSM5586353,TRAIN,HUMAN
GSM5586381,TRAIN,HUMAN
GSM5586410,TRAIN,HUMAN
GSM5586454,TRAIN,HUMAN
GSM5586499,TRAIN,HUMAN
GSM5586516,TRAIN,HUMAN
GSM5586698,TRAIN,HUMAN
GSM5586733,TRAIN,HUMAN
GSM5586740,TRAIN,HUMAN
GSM5586935,TRAIN,HUMAN
GSM5588786,TRAIN,HUMAN
GSM5588949,TRAIN,HUMAN
GSM5588972,TRAIN,HUMAN
GSM5590402,TRAIN,HUMAN
GSM5590532,TRAIN,HUMAN
GSM5592225,TRAIN,HUMAN
GSM5592465,TRAIN,HUMAN
GSM5592543,TRAIN,HUMAN
GSM5592581,TRAIN,HUMAN
GSM5592641,TRAIN,HUMAN
GSM5593136,TRAIN,HUMAN
GSM5593147,TRAIN,HUMAN
GSM5593638,TRAIN,HUMAN
GSM5593650,TRAIN,HUMAN
GSM5593896,TRAIN,HUMAN
GSM5594197,TRAIN,HUMAN
GSM5594640,TRAIN,HUMAN
GSM5595388,TRAIN,HUMAN
GSM5595960,TRAIN,HUMAN
GSM5596038,TRAIN,HUMAN
GSM5596042,TRAIN,HUMAN
GSM5596135,TRAIN,HUMAN
GSM5596296,TRAIN,HUMAN
GSM5597543,TRAIN,HUMAN
GSM5597945,TRAIN,HUMAN
GSM5598228,TRAIN,HUMAN
GSM5598552,TRAIN,HUMAN
GSM5598567,TRAIN,HUMAN
GSM5598594,TRAIN,HUMAN
GSM5599696,TRAIN,HUMAN
GSM5602374,TRAIN,HUMAN
GSM5602431,TRAIN,HUMAN
GSM5602903,TRAIN,HUMAN
GSM5603429,TRAIN,HUMAN
GSM5603433,TRAIN,HUMAN
GSM5603555,TRAIN,HUMAN
GSM5604624,TRAIN,HUMAN
GSM5604635,TRAIN,HUMAN
GSM5604658,TRAIN,HUMAN
GSM5604735,TRAIN,HUMAN
GSM5604843,TRAIN,HUMAN
GSM5606844,TRAIN,HUMAN
GSM5606910,TRAIN,HUMAN
GSM5607536,TRAIN,HUMAN
GSM5607537,TRAIN,HUMAN
GSM5607995,TRAIN,HUMAN
GSM5608624,TRAIN,HUMAN
GSM5608694,TRAIN,HUMAN
GSM5608761,TRAIN,HUMAN
GSM5608895,TRAIN,HUMAN
GSM5608953,TRAIN,HUMAN
GSM5608977,TRAIN,HUMAN
GSM5609008,TRAIN,HUMAN
GSM5609139,TRAIN,HUMAN
GSM5609143,TRAIN,HUMAN
GSM5609189,TRAIN,HUMAN
GSM5609312,TRAIN,HUMAN
GSM5609335,TRAIN,HUMAN
GSM5610111,TRAIN,HUMAN
GSM5610505,TRAIN,HUMAN
GSM5610562,TRAIN,HUMAN
GSM5611027,TRAIN,HUMAN
GSM5611070,TRAIN,HUMAN
GSM5611147,TRAIN,HUMAN
GSM5611179,TRAIN,HUMAN
GSM5611230,TRAIN,HUMAN
GSM5611261,TRAIN,HUMAN
GSM5611581,TRAIN,HUMAN
GSM5611909,TRAIN,HUMAN
GSM5612029,TRAIN,HUMAN
GSM5615011,TRAIN,HUMAN
GSM5615016,TRAIN,HUMAN
GSM5617227,TRAIN,HUMAN
GSM5617329,TRAIN,HUMAN
GSM5617385,TRAIN,HUMAN
GSM5617397,TRAIN,HUMAN
GSM5617473,TRAIN,HUMAN
GSM5618383,TRAIN,HUMAN
GSM5620501,TRAIN,HUMAN
GSM5620521,TRAIN,HUMAN
GSM5621230,TRAIN,HUMAN
GSM5621355,TRAIN,HUMAN
GSM5621715,TRAIN,HUMAN
GSM5624256,TRAIN,HUMAN
GSM5625383,TRAIN,HUMAN
GSM5625490,TRAIN,HUMAN
GSM5625502,TRAIN,HUMAN
GSM5625545,TRAIN,HUMAN
GSM5625546,TRAIN,HUMAN
GSM5625548,TRAIN,HUMAN
GSM5627505,TRAIN,HUMAN
GSM5628905,TRAIN,HUMAN
GSM5629741,TRAIN,HUMAN
GSM5629991,TRAIN,HUMAN
GSM5630025,TRAIN,HUMAN
GSM5631459,TRAIN,HUMAN
GSM5631472,TRAIN,HUMAN
GSM5631779,TRAIN,HUMAN
GSM5631791,TRAIN,HUMAN
GSM5639752,TRAIN,HUMAN
GSM5639826,TRAIN,HUMAN
GSM5641732,TRAIN,HUMAN
GSM5642962,TRAIN,HUMAN
GSM5643264,TRAIN,HUMAN
GSM5643289,TRAIN,HUMAN
GSM5643934,TRAIN,HUMAN
GSM5643946,TRAIN,HUMAN
GSM5644499,TRAIN,HUMAN
GSM5644504,TRAIN,HUMAN
GSM5644527,TRAIN,HUMAN
GSM5644575,TRAIN,HUMAN
GSM5644604,TRAIN,HUMAN
GSM5644958,TRAIN,HUMAN
GSM5645143,TRAIN,HUMAN
GSM5645222,TRAIN,HUMAN
GSM5645460,TRAIN,HUMAN
GSM5645474,TRAIN,HUMAN
GSM5645737,TRAIN,HUMAN
GSM5645758,TRAIN,HUMAN
GSM5645792,TRAIN,HUMAN
GSM5645801,TRAIN,HUMAN
GSM5645836,TRAIN,HUMAN
GSM5651850,TRAIN,HUMAN
GSM5651991,TRAIN,HUMAN
GSM5652545,TRAIN,HUMAN
GSM5652548,TRAIN,HUMAN
GSM5652562,TRAIN,HUMAN
GSM5652564,TRAIN,HUMAN
GSM5653180,TRAIN,HUMAN
GSM5653782,TRAIN,HUMAN
GSM5653809,TRAIN,HUMAN
GSM5653810,TRAIN,HUMAN
GSM5655057,TRAIN,HUMAN
GSM5655058,TRAIN,HUMAN
GSM5655074,TRAIN,HUMAN
GSM5655447,TRAIN,HUMAN
GSM5655454,TRAIN,HUMAN
GSM5656769,TRAIN,HUMAN
GSM5657793,TRAIN,HUMAN
GSM5658196,TRAIN,HUMAN
GSM5658206,TRAIN,HUMAN
GSM5658274,TRAIN,HUMAN
GSM5658338,TRAIN,HUMAN
GSM5658424,TRAIN,HUMAN
GSM5658457,TRAIN,HUMAN
GSM5658471,TRAIN,HUMAN
GSM5658906,TRAIN,HUMAN
GSM5659314,TRAIN,HUMAN
GSM5661437,TRAIN,HUMAN
GSM5662793,TRAIN,HUMAN
GSM5663836,TRAIN,HUMAN
GSM5663845,TRAIN,HUMAN
GSM5663857,TRAIN,HUMAN
GSM5663971,TRAIN,HUMAN
GSM5664103,TRAIN,HUMAN
GSM5664595,TRAIN,HUMAN
GSM5665307,TRAIN,HUMAN
GSM5665712,TRAIN,HUMAN
GSM5665827,TRAIN,HUMAN
GSM5665913,TRAIN,HUMAN
GSM5666182,TRAIN,HUMAN
GSM5666394,TRAIN,HUMAN
GSM5666434,TRAIN,HUMAN
GSM5666775,TRAIN,HUMAN
GSM5666778,TRAIN,HUMAN
GSM5668267,TRAIN,HUMAN
GSM5668916,TRAIN,HUMAN
GSM5669522,TRAIN,HUMAN
GSM5670268,TRAIN,HUMAN
GSM5671015,TRAIN,HUMAN
GSM5671467,TRAIN,HUMAN
GSM5671870,TRAIN,HUMAN
GSM5671947,TRAIN,HUMAN
GSM5671951,TRAIN,HUMAN
GSM5671964,TRAIN,HUMAN
GSM5671971,TRAIN,HUMAN
GSM5672011,TRAIN,HUMAN
GSM5672074,TRAIN,HUMAN
GSM5672081,TRAIN,HUMAN
GSM5672085,TRAIN,HUMAN
GSM5672125,TRAIN,HUMAN
GSM5672182,TRAIN,HUMAN
GSM5676855,TRAIN,HUMAN
GSM5676863,TRAIN,HUMAN
GSM5678447,TRAIN,HUMAN
GSM5683351,TRAIN,HUMAN
GSM5683408,TRAIN,HUMAN
GSM5683476,TRAIN,HUMAN
GSM5685503,TRAIN,HUMAN
GSM5685534,TRAIN,HUMAN
GSM5685648,TRAIN,HUMAN
GSM5687361,TRAIN,HUMAN
GSM5688478,TRAIN,HUMAN
GSM5688935,TRAIN,HUMAN
GSM5688942,TRAIN,HUMAN
GSM5689114,TRAIN,HUMAN
GSM5689119,TRAIN,HUMAN
GSM5689128,TRAIN,HUMAN
GSM5689674,TRAIN,HUMAN
GSM5690426,TRAIN,HUMAN
GSM5690431,TRAIN,HUMAN
GSM5691209,TRAIN,HUMAN
GSM5691368,TRAIN,HUMAN
GSM5692491,TRAIN,HUMAN
GSM5693945,TRAIN,HUMAN
GSM5694534,TRAIN,HUMAN
GSM5694734,TRAIN,HUMAN
GSM5694940,TRAIN,HUMAN
GSM5695121,TRAIN,HUMAN
GSM5696368,TRAIN,HUMAN
GSM5696839,TRAIN,HUMAN
GSM5699638,TRAIN,HUMAN
GSM5700090,TRAIN,HUMAN
GSM5700123,TRAIN,HUMAN
GSM5700138,TRAIN,HUMAN
GSM5701196,TRAIN,HUMAN
GSM5701692,TRAIN,HUMAN
GSM5701860,TRAIN,HUMAN
GSM5702117,TRAIN,HUMAN
GSM5702750,TRAIN,HUMAN
GSM5704371,TRAIN,HUMAN
GSM5704912,TRAIN,HUMAN
GSM5705246,TRAIN,HUMAN
GSM5705795,TRAIN,HUMAN
GSM5705814,TRAIN,HUMAN
GSM5706093,TRAIN,HUMAN
GSM5706244,TRAIN,HUMAN
GSM5706374,TRAIN,HUMAN
GSM5706420,TRAIN,HUMAN
GSM5706979,TRAIN,HUMAN
GSM5708994,TRAIN,HUMAN
GSM5709075,TRAIN,HUMAN
GSM5709122,TRAIN,HUMAN
GSM5709425,TRAIN,HUMAN
GSM5709467,TRAIN,HUMAN
GSM5709566,TRAIN,HUMAN
GSM5712585,TRAIN,HUMAN
GSM5713420,TRAIN,HUMAN
GSM5713432,TRAIN,HUMAN
GSM5713477,TRAIN,HUMAN
GSM5713580,TRAIN,HUMAN
GSM5713626,TRAIN,HUMAN
GSM5713631,TRAIN,HUMAN
GSM5713727,TRAIN,HUMAN
GSM5714321,TRAIN,HUMAN
GSM5715184,TRAIN,HUMAN
GSM5715186,TRAIN,HUMAN
GSM5717419,TRAIN,HUMAN
GSM5717430,TRAIN,HUMAN
GSM5717809,TRAIN,HUMAN
GSM5717906,TRAIN,HUMAN
GSM5717920,TRAIN,HUMAN
GSM5717944,TRAIN,HUMAN
GSM5718775,TRAIN,HUMAN
GSM5718801,TRAIN,HUMAN
GSM5719074,TRAIN,HUMAN
GSM5719793,TRAIN,HUMAN
GSM5723781,TRAIN,HUMAN
GSM5723788,TRAIN,HUMAN
GSM5724008,TRAIN,HUMAN
GSM5724347,TRAIN,HUMAN
GSM5724372,TRAIN,HUMAN
GSM5724547,TRAIN,HUMAN
GSM5724908,TRAIN,HUMAN
GSM5725055,TRAIN,HUMAN
GSM5725682,TRAIN,HUMAN
GSM5725818,TRAIN,HUMAN
GSM5726296,TRAIN,HUMAN
GSM5726356,TRAIN,HUMAN
GSM5726406,TRAIN,HUMAN
GSM5726508,TRAIN,HUMAN
GSM5726513,TRAIN,HUMAN
GSM5726518,TRAIN,HUMAN
GSM5726533,TRAIN,HUMAN
GSM5726662,TRAIN,HUMAN
GSM5729036,TRAIN,HUMAN
GSM5729279,TRAIN,HUMAN
GSM5729364,TRAIN,HUMAN
GSM5729447,TRAIN,HUMAN
GSM5729863,TRAIN,HUMAN
GSM5730138,TRAIN,HUMAN
GSM5730329,TRAIN,HUMAN
GSM5731033,TRAIN,HUMAN
GSM5731090,TRAIN,HUMAN
GSM5731780,TRAIN,HUMAN
GSM5732548,TRAIN,HUMAN
GSM5732561,TRAIN,HUMAN
GSM5732568,TRAIN,HUMAN
GSM5732669,TRAIN,HUMAN
GSM5734303,TRAIN,HUMAN
GSM5734336,TRAIN,HUMAN
GSM5734364,TRAIN,HUMAN
GSM5736491,TRAIN,HUMAN
GSM5736534,TRAIN,HUMAN
GSM5736684,TRAIN,HUMAN
GSM5737765,TRAIN,HUMAN
GSM5737882,TRAIN,HUMAN
GSM5738011,TRAIN,HUMAN
GSM5738014,TRAIN,HUMAN
GSM5738442,TRAIN,HUMAN
GSM5739036,TRAIN,HUMAN
GSM5739920,TRAIN,HUMAN
GSM5740008,TRAIN,HUMAN
GSM5740368,TRAIN,HUMAN
GSM5741967,TRAIN,HUMAN
GSM5741989,TRAIN,HUMAN
GSM5742274,TRAIN,HUMAN
GSM5742362,TRAIN,HUMAN
GSM5742854,TRAIN,HUMAN
GSM5742912,TRAIN,HUMAN
GSM5743378,TRAIN,HUMAN
GSM5743439,TRAIN,HUMAN
GSM5743652,TRAIN,HUMAN
GSM5743885,TRAIN,HUMAN
GSM5745635,TRAIN,HUMAN
GSM5745974,TRAIN,HUMAN
GSM5745994,TRAIN,HUMAN
GSM5746432,TRAIN,HUMAN
GSM5746647,TRAIN,HUMAN
GSM5747873,TRAIN,HUMAN
GSM5751792,TRAIN,HUMAN
GSM5751979,TRAIN,HUMAN
GSM5753584,TRAIN,HUMAN
GSM5753674,TRAIN,HUMAN
GSM5755682,TRAIN,HUMAN
GSM5764570,TRAIN,HUMAN
GSM5764591,TRAIN,HUMAN
GSM5766344,TRAIN,HUMAN
GSM5766364,TRAIN,HUMAN
GSM5766386,TRAIN,HUMAN
GSM5766409,TRAIN,HUMAN
GSM5766421,TRAIN,HUMAN
GSM5766469,TRAIN,HUMAN
GSM5767072,TRAIN,HUMAN
GSM5767095,TRAIN,HUMAN
GSM5767113,TRAIN,HUMAN
GSM5767251,TRAIN,HUMAN
GSM5767435,TRAIN,HUMAN
GSM5767494,TRAIN,HUMAN
GSM5767572,TRAIN,HUMAN
GSM5767585,TRAIN,HUMAN
GSM5769273,TRAIN,HUMAN
GSM5769373,TRAIN,HUMAN
GSM5769379,TRAIN,HUMAN
GSM5769869,TRAIN,HUMAN
GSM5772208,TRAIN,HUMAN
GSM5772521,TRAIN,HUMAN
GSM5772541,TRAIN,HUMAN
GSM5772573,TRAIN,HUMAN
GSM5772612,TRAIN,HUMAN
GSM5772629,TRAIN,HUMAN
GSM5772658,TRAIN,HUMAN
GSM5772662,TRAIN,HUMAN
GSM5772888,TRAIN,HUMAN
GSM5773123,TRAIN,HUMAN
GSM5773258,TRAIN,HUMAN
GSM5773683,TRAIN,HUMAN
GSM5773698,TRAIN,HUMAN
GSM5773722,TRAIN,HUMAN
GSM5773781,TRAIN,HUMAN
GSM5774495,TRAIN,HUMAN
GSM5774515,TRAIN,HUMAN
GSM5774529,TRAIN,HUMAN
GSM5775592,TRAIN,HUMAN
GSM5775624,TRAIN,HUMAN
GSM5775664,TRAIN,HUMAN
GSM5775836,TRAIN,HUMAN
GSM5776477,TRAIN,HUMAN
GSM5777336,TRAIN,HUMAN
GSM5778008,TRAIN,HUMAN
GSM5778021,TRAIN,HUMAN
GSM5788559,TRAIN,HUMAN
GSM5788622,TRAIN,HUMAN
GSM5788628,TRAIN,HUMAN
GSM5788669,TRAIN,HUMAN
GSM5788672,TRAIN,HUMAN
GSM5788717,TRAIN,HUMAN
GSM5788801,TRAIN,HUMAN
GSM5788843,TRAIN,HUMAN
GSM5788889,TRAIN,HUMAN
GSM5799604,TRAIN,HUMAN
GSM5811692,TRAIN,HUMAN
GSM5814520,TRAIN,HUMAN
GSM5814527,TRAIN,HUMAN
GSM5814537,TRAIN,HUMAN
GSM5815559,TRAIN,HUMAN
GSM5815584,TRAIN,HUMAN
GSM5815753,TRAIN,HUMAN
GSM5815770,TRAIN,HUMAN
GSM5815784,TRAIN,HUMAN
GSM5815865,TRAIN,HUMAN
GSM5818583,TRAIN,HUMAN
GSM5818796,TRAIN,HUMAN
GSM5818820,TRAIN,HUMAN
GSM5818875,TRAIN,HUMAN
GSM5818887,TRAIN,HUMAN
GSM5818895,TRAIN,HUMAN
GSM5818897,TRAIN,HUMAN
GSM5819060,TRAIN,HUMAN
GSM5819275,TRAIN,HUMAN
GSM5819276,TRAIN,HUMAN
GSM5819511,TRAIN,HUMAN
GSM5819702,TRAIN,HUMAN
GSM5820769,TRAIN,HUMAN
GSM5820775,TRAIN,HUMAN
GSM5820913,TRAIN,HUMAN
GSM5821776,TRAIN,HUMAN
GSM5821802,TRAIN,HUMAN
GSM5821918,TRAIN,HUMAN
GSM5822695,TRAIN,HUMAN
GSM5822700,TRAIN,HUMAN
GSM5823163,TRAIN,HUMAN
GSM5823323,TRAIN,HUMAN
GSM5823641,TRAIN,HUMAN
GSM5823753,TRAIN,HUMAN
GSM5823852,TRAIN,HUMAN
GSM5824397,TRAIN,HUMAN
GSM5824573,TRAIN,HUMAN
GSM5824676,TRAIN,HUMAN
GSM5824690,TRAIN,HUMAN
GSM5824706,TRAIN,HUMAN
GSM5824722,TRAIN,HUMAN
GSM5824748,TRAIN,HUMAN
GSM5824754,TRAIN,HUMAN
GSM5824899,TRAIN,HUMAN
GSM5825353,TRAIN,HUMAN
GSM5825610,TRAIN,HUMAN
GSM5825757,TRAIN,HUMAN
GSM5827081,TRAIN,HUMAN
GSM5827185,TRAIN,HUMAN
GSM5827721,TRAIN,HUMAN
GSM5827833,TRAIN,HUMAN
GSM5827936,TRAIN,HUMAN
GSM5827949,TRAIN,HUMAN
GSM5828012,TRAIN,HUMAN
GSM5828279,TRAIN,HUMAN
GSM5828305,TRAIN,HUMAN
GSM5828310,TRAIN,HUMAN
GSM5828860,TRAIN,HUMAN
GSM5830027,TRAIN,HUMAN
GSM5830284,TRAIN,HUMAN
GSM5830911,TRAIN,HUMAN
GSM5831369,TRAIN,HUMAN
GSM5831544,TRAIN,HUMAN
GSM5832887,TRAIN,HUMAN
GSM5833593,TRAIN,HUMAN
GSM5833600,TRAIN,HUMAN
GSM5834494,TRAIN,HUMAN
GSM5834749,TRAIN,HUMAN
GSM5834809,TRAIN,HUMAN
GSM5835138,TRAIN,HUMAN
GSM5837005,TRAIN,HUMAN
GSM5837043,TRAIN,HUMAN
GSM5837109,TRAIN,HUMAN
GSM5837192,TRAIN,HUMAN
